frame,tStart,tEnd,volNorm,ste,zcr,isSilence,f0Acf,f0Amdf,isVoiced
0,0.000000,0.020000,0.016209481240546931,0.00026274728208764282,0.07045454545454545,0,188.46153846153845,188.46153846153845,1
1,0.009977,0.029977,0.016009006844103325,0.00025628830013454707,0.05909090909090909,0,191.7391304347826,191.7391304347826,1
2,0.019955,0.039955,0.017576078732872386,0.00030891854362412899,0.047727272727272729,0,200.45454545454547,0,1
3,0.029932,0.049932,0.016424358220355244,0.0002697595429505509,0.045454545454545456,0,206.07476635514018,204.16666666666666,1
4,0.039909,0.059909,0.015757952787448334,0.00024831307605145073,0.036363636363636362,0,208.01886792452831,80.474452554744531,1
5,0.049887,0.069887,0.0071978733808735372,5.180938120708784E-05,0.022727272727272728,1,0,0,0
6,0.059864,0.079864,0.0078056737535908659,6.0928542747497312E-05,0.018181818181818181,1,0,0,0
7,0.069841,0.089841,0.0072626544952554333,5.2746150317453959E-05,0.018181818181818181,1,0,0,0
8,0.079819,0.099819,0.0062392847563257636,3.8928674270519041E-05,0.018181818181818181,1,0,0,0
9,0.089796,0.109796,0.0050813227011893766,2.5819840393622501E-05,0.018181818181818181,1,0,0,0
10,0.099773,0.119773,0.0041861987857807611,1.7524260274072321E-05,0.031818181818181815,0,193.42105263157896,190.08620689655172,1
11,0.109751,0.129751,0.0045854771774623618,2.1026600945028184E-05,0.05909090909090909,0,204.16666666666666,204.16666666666666,1
12,0.119728,0.139728,0.0070248081105083755,4.9347928989464253E-05,0.072727272727272724,0,208.01886792452831,208.01886792452831,1
13,0.129705,0.149705,0.007249333406906722,5.2552834844493823E-05,0.077272727272727271,0,208.01886792452831,208.01886792452831,1
14,0.139683,0.159683,0.0056477920559500662,3.1897555107252675E-05,0.11818181818181818,0,196.875,95.043103448275858,1
15,0.149660,0.169660,0.0052140677540522184,2.7186502543847143E-05,0.20454545454545456,0,190.08620689655172,91.493775933609953,1
16,0.159637,0.179637,0.0041261614675053683,1.7025208455926058E-05,0.19772727272727272,0,195.13274336283186,195.13274336283186,1
17,0.169615,0.189615,0.0046644533473369568,2.1757125029482937E-05,0.14318181818181819,0,202.29357798165137,210,1
18,0.179592,0.199592,0.0052646141179835768,2.7716161811271993E-05,0.12954545454545455,0,202.29357798165137,204.16666666666666,1
19,0.189569,0.209569,0.0067109156875633826,4.5036389365584304E-05,0.084090909090909091,0,212.01923076923077,210,1
20,0.199546,0.219546,0.0080264624606989146,6.442409963300888E-05,0.045454545454545456,0,212.01923076923077,212.01923076923077,1
21,0.209524,0.229524,0.0099938802297148653,9.9877642045885634E-05,0.036363636363636362,0,218.31683168316832,218.31683168316832,1
22,0.219501,0.239501,0.013050767189008824,0.00017032252422170927,0.036363636363636362,0,214.07766990291262,214.07766990291262,1
23,0.229478,0.249478,0.015909855073330422,0.00025312348845437781,0.038636363636363635,0,212.01923076923077,214.07766990291262,1
24,0.239456,0.259456,0.016742518806619658,0.00028031193599001297,0.038636363636363635,0,208.01886792452831,208.01886792452831,1
