frame,tStart,tEnd,volNorm,ste,zcr,isSilence,f0Acf,f0Amdf,isVoiced
0,0.000000,0.020000,0.0020722016830322268,4.294019815161593E-06,0.0068181818181818179,1,0,0,0
1,0.009977,0.029977,0.0010669912648668084,1.1384703593020718E-06,0.045454545454545456,0,400.90909090909093,50.45766590389016,1
2,0.019955,0.039955,0.00084531371132365416,7.1455527055177003E-07,0.11818181818181818,0,393.75,50.113636363636367,1
3,0.029932,0.049932,0.0014263304469214675,2.034418543815193E-06,0.11818181818181818,0,400.90909090909093,58.643617021276597,1
4,0.039909,0.059909,0.0014203322415445396,2.0173436763709362E-06,0.054545454545454543,0,0,50.806451612903224,0
5,0.049887,0.069887,0.0010777904343955036,1.1616322204744486E-06,0.13181818181818181,0,400.90909090909093,53.519417475728154,1
6,0.059864,0.079864,0.0010056448198528208,1.0113215036968122E-06,0.17045454545454544,0,0,50.573394495412842,0
7,0.069841,0.089841,0.001001503621723985,1.0030095043262588E-06,0.086363636363636365,0,0,52.127659574468083,0
8,0.079819,0.099819,0.00087677855803366023,7.6874063982758452E-07,0.061363636363636363,0,0,50.689655172413794,0
9,0.089796,0.109796,0.0013679733847308272,1.871351181331916E-06,0.061363636363636363,0,0,52.375296912114017,0
10,0.099773,0.119773,0.0010587168081827708,1.1208812799287139E-06,0.038636363636363635,0,0,50.342465753424655,0
11,0.109751,0.129751,0.0012543027333746576,1.5732753469511371E-06,0.025000000000000001,1,0,0,0
12,0.119728,0.139728,0.0011802017639648468,1.3928762036657357E-06,0.07045454545454545,0,400.90909090909093,51.518691588785046,1
13,0.129705,0.149705,0.0013148110693871943,1.7287281481830973E-06,0.088636363636363638,0,400.90909090909093,63.362068965517238,1
14,0.139683,0.159683,0.0014340115814394255,2.0563892157024019E-06,0.036363636363636362,0,393.75,51.279069767441861,1
15,0.149660,0.169660,0.0015145579705223035,2.2938858460726389E-06,0.0068181818181818179,1,0,0,0
16,0.159637,0.179637,0.001158659187098174,1.3424911118470013E-06,0.029545454545454545,1,0,0,0
17,0.169615,0.189615,0.0020862372210014002,4.3523857422916455E-06,0.027272727272727271,1,0,0,0
18,0.179592,0.199592,0.002746447976524936,7.5429764877579145E-06,0.029545454545454545,1,0,0,0
19,0.189569,0.209569,0.00068057402115105962,4.6318099826572288E-07,0.061363636363636363,0,386.84210526315792,51.639344262295083,1
20,0.199546,0.219546,0.0010656632144684414,1.1356380866712114E-06,0.068181818181818177,0,400.90909090909093,50.342465753424655,1
21,0.209524,0.229524,0.0010683859132841317,1.1414484597039681E-06,0.031818181818181815,0,400.90909090909093,52.625298329355608,1
22,0.219501,0.239501,0.0012450321394723303,1.5501050283190479E-06,0.061363636363636363,0,400.90909090909093,53.519417475728154,1
23,0.229478,0.249478,0.00098274039946105599,9.657786927328757E-07,0.095454545454545459,0,0,56.25,0
24,0.239456,0.259456,0.00087702905855698021,7.6917996955334296E-07,0.11363636363636363,0,0,50.113636363636367,0
25,0.249433,0.269433,0.00069246782398093816,4.7951168724889562E-07,0.13863636363636364,0,393.75,52.251184834123222,1
26,0.259410,0.279410,0.0006481557191207473,4.2010583622893305E-07,0.10681818181818181,0,0,52.375296912114017,0
27,0.269388,0.289388,0.0013275558313064954,1.7624044852358804E-06,0.074999999999999997,0,155.28169014084506,50.227790432801825,1
28,0.279365,0.299365,0.005564374336993254,3.0962261762189113E-05,0.034090909090909088,0,151.02739726027397,50.227790432801825,1
29,0.289342,0.309342,0.013667860715930496,0.00018681041655007607,0.020454545454545454,1,0,0,0
30,0.299320,0.319320,0.0070611970549538756,4.9860503848889287E-05,0.045454545454545456,0,237.09677419354838,50.113636363636367,1
31,0.309297,0.329297,0.0022214662917607064,4.9349124854290639E-06,0.061363636363636363,0,0,52.877697841726622,0
32,0.319274,0.339274,0.0083122078499104669,6.9092799340113192E-05,0.052272727272727269,0,0,54.714640198511169,0
33,0.329252,0.349252,0.023103956960210059,0.00053379282721923891,0.031818181818181815,0,0,51.041666666666664,0
34,0.339229,0.359229,0.01113173904097825,0.00012391561407643938,0.013636363636363636,1,0,0,0
35,0.349206,0.369206,0.0072518940598606313,5.2589967455441904E-05,0.0090909090909090905,1,0,0,0
36,0.359184,0.379184,0.0085049944364168281,7.233493036348119E-05,0.0090909090909090905,1,0,0,0
37,0.369161,0.389161,0.0084350459265588734,7.1149999783157446E-05,0.0090909090909090905,1,0,0,0
38,0.379138,0.399138,0.0081981315921185252,6.7209361601691827E-05,0.015909090909090907,1,0,0,0
39,0.389116,0.409116,0.079258950012169829,0.0062819811570316349,0.038636363636363635,0,294,50.113636363636367,1
40,0.399093,0.419093,0.076119284934037398,0.0057941455388691721,0.036363636363636362,0,0,50.92378752886836,0
41,0.409070,0.429070,0.13047786686682836,0.017024473742117782,0.018181818181818181,0,0,54.176904176904173,0
42,0.419048,0.439048,0.18583212989712738,0.034533580502102826,0.018181818181818181,0,0,55.822784810126585,0
43,0.429025,0.449025,0.25626829685242064,0.065673439971640379,0.015909090909090907,0,400.90909090909093,50.113636363636367,1
44,0.439002,0.459002,0.21225193398470696,0.045050883480248403,0.018181818181818181,0,0,50.806451612903224,0
45,0.448980,0.468980,0.20856000677409001,0.043497276425608467,0.027272727272727271,0,0,56.106870229007633,0
46,0.458957,0.478957,0.19939671568632392,0.039759050226492697,0.029545454545454545,0,0,54.044117647058826,0
47,0.468934,0.488934,0.20229492545549027,0.040923236865042366,0.036363636363636362,0,0,58.799999999999997,0
48,0.478912,0.498912,0.17015058524318383,0.028951221658597967,0.034090909090909088,0,0,50.113636363636367,0
49,0.488889,0.508889,0.16087672668358879,0.025881321188426135,0.020454545454545454,0,0,50.113636363636367,0
50,0.498866,0.518866,0.15582341771450939,0.024280937508230481,0.020454545454545454,0,0,57.421875,0
51,0.508844,0.528844,0.15211268511746431,0.023138268973644849,0.018181818181818181,0,0,50.113636363636367,0
52,0.518821,0.538821,0.15024374682026337,0.022573183458591398,0.020454545454545454,0,0,51.160092807424597,0
53,0.528798,0.548798,0.12637896607482516,0.015971643066141804,0.015909090909090907,0,0,54.714640198511169,0
54,0.538776,0.558776,0.10081063167603219,0.010162783458920624,0.011363636363636364,0,0,60.911602209944753,0
55,0.548753,0.568753,0.098111859300346688,0.0096259369353710253,0.015909090909090907,0,0,50.113636363636367,0
56,0.558730,0.578730,0.077722109798520844,0.0060407263515333308,0.015909090909090907,0,0,50.227790432801825,0
57,0.568707,0.588707,0.073610663338292276,0.0054185297571034069,0.018181818181818181,0,0,50.689655172413794,0
58,0.578685,0.598685,0.077882746722605756,0.0060657222370575567,0.015909090909090907,0,0,53.780487804878049,0
59,0.588662,0.608662,0.080636516376642056,0.0065022477733604625,0.013636363636363636,0,0,54.310344827586206,0
60,0.598639,0.618639,0.080448559350003071,0.0064719707014909665,0.013636363636363636,0,0,50.573394495412842,0
61,0.608617,0.628617,0.077082433328197406,0.0059417015277959976,0.015909090909090907,0,0,56.683804627249359,0
62,0.618594,0.638594,0.068470501777404949,0.0046882096136496134,0.018181818181818181,0,0,50.113636363636367,0
63,0.628571,0.648571,0.059242532789205708,0.0035096776912801131,0.018181818181818181,0,0,66.415662650602414,0
64,0.638549,0.658549,0.047399653306872756,0.0022467271336117332,0.015909090909090907,1,0,0,0
65,0.648526,0.668526,0.034490752558200083,0.0011896120120309856,0.011363636363636364,1,0,0,0
66,0.658503,0.678503,0.030677509988241657,0.00094110961907866656,0.0090909090909090905,1,0,0,0
67,0.668481,0.688481,0.028759840125110958,0.0008271284040219422,0.0090909090909090905,1,0,0,0
68,0.678458,0.698458,0.027021135235133307,0.00073014174939536273,0.0068181818181818179,1,0,0,0
69,0.688435,0.708435,0.017699617326734834,0.00031327645351285203,0.018181818181818181,1,0,0,0
70,0.698413,0.718413,0.010104846637111678,0.00010210792555954718,0.015909090909090907,1,0,0,0
71,0.708390,0.728390,0.0072236650027134707,5.2181336071427402E-05,0.018181818181818181,1,0,0,0
72,0.718367,0.738367,0.0063643811558083173,4.0505347496408018E-05,0.018181818181818181,1,0,0,0
73,0.728345,0.748345,0.0056659953664077636,3.2103503492154247E-05,0.0022727272727272726,1,0,0,0
74,0.738322,0.758322,0.011565634915472476,0.00013376391099799602,0.0022727272727272726,1,0,0,0
75,0.748299,0.768299,0.012765764323298566,0.00016296473875800251,0,1,0,0,0
76,0.758277,0.778277,0.0076305888875826703,5.8225886771300134E-05,0.0022727272727272726,1,0,0,0
77,0.768254,0.788254,0.0067192478291288301,4.5148291389252491E-05,0.0022727272727272726,1,0,0,0
78,0.778231,0.798231,0.0057152235128668395,3.2663779802025973E-05,0.0090909090909090905,1,0,0,0
79,0.788209,0.808209,0.0096505423061322114,9.3132966802447618E-05,0.0090909090909090905,1,0,0,0
80,0.798186,0.818186,0.0062515501292692869,3.908187901876684E-05,0.0068181818181818179,1,0,0,0
81,0.808163,0.828163,0.0042814653718878668,1.8330945730674907E-05,0.0068181818181818179,1,0,0,0
82,0.818141,0.838141,0.0032025710601768101,1.0256461395482018E-05,0.0022727272727272726,1,0,0,0
83,0.828118,0.848118,0.0013871604909348573,1.9242142276106347E-06,0.043181818181818182,0,0,50.227790432801825,0
84,0.838095,0.858095,0.00099316117904901346,9.8636912757002641E-07,0.061363636363636363,0,0,50.113636363636367,0
85,0.848073,0.868073,0.0017192309466906093,2.9557550480586885E-06,0.054545454545454543,0,400.90909090909093,52.877697841726622,1
86,0.858050,0.878050,0.0013490451387454625,1.819922786372764E-06,0.034090909090909088,0,400.90909090909093,53.389830508474574,1
87,0.868027,0.888027,0.0012891492418884423,1.6619057678615454E-06,0.07045454545454545,0,400.90909090909093,51.518691588785046,1
88,0.878005,0.898005,0.0008734616949850211,7.6293533260610595E-07,0.10454545454545454,0,393.75,54.714640198511169,1
