frame,tStart,tEnd,volNorm,ste,zcr,isSilence,f0Acf,f0Amdf,isVoiced
0,0.000000,0.020000,0.0020978933541467262,4.4011565253730012E-06,0.065909090909090903,0,400.90909090909093,50.689655172413794,1
1,0.009977,0.029977,0.0013513367789887421,1.8261110902476686E-06,0.06363636363636363,0,367.5,52.004716981132077,1
2,0.019955,0.039955,0.002062068574654621,4.2521268065781402E-06,0.056818181818181816,0,400.90909090909093,51.279069767441861,1
3,0.029932,0.049932,0.0011536541936979885,1.3309179986369558E-06,0.10227272727272728,0,386.84210526315792,50.113636363636367,1
4,0.039909,0.059909,0.0010654292736187846,1.1351395370838509E-06,0.125,0,0,50.573394495412842,0
5,0.049887,0.069887,0.0010871445960033996,1.1818833726193951E-06,0.11363636363636363,0,129.70588235294119,50.113636363636367,1
6,0.059864,0.079864,0.0011524505184419118,1.3281421974570314E-06,0.097727272727272732,0,0,53.9119804400978,0
7,0.069841,0.089841,0.0013912732383308613,1.9356412236956418E-06,0.065909090909090903,0,400.90909090909093,51.3986013986014,1
8,0.079819,0.099819,0.0015052080134617255,2.2656511637893938E-06,0.086363636363636365,0,0,52.251184834123222,0
9,0.089796,0.109796,0.001262359221457225,1.5935508039980909E-06,0.10227272727272728,0,400.90909090909093,53.260869565217391,1
10,0.099773,0.119773,0.0011365506624794212,1.2917474083824113E-06,0.1409090909090909,0,0,51.160092807424597,0
11,0.109751,0.129751,0.0013533979688361013,1.8316860620496849E-06,0.15454545454545454,0,373.72881355932202,50.342465753424655,1
12,0.119728,0.139728,0.0012155805546520027,1.4776360848480706E-06,0.077272727272727271,0,0,50.92378752886836,0
13,0.129705,0.149705,0.0020801598056073675,4.3270648168644809E-06,0.065909090909090903,0,400.90909090909093,50.573394495412842,1
14,0.139683,0.159683,0.0012653788207691954,1.6011835600512394E-06,0.11136363636363636,0,0,50.45766590389016,0
15,0.149660,0.169660,0.0009492913595819894,9.0115408537702182E-07,0.13181818181818181,0,0,50.113636363636367,0
16,0.159637,0.179637,0.0010739211332659487,1.1533066004752196E-06,0.10454545454545454,0,0,50.342465753424655,0
17,0.169615,0.189615,0.0035724517883096367,1.2762411779796721E-05,0.13636363636363635,0,0,50.113636363636367,0
18,0.179592,0.199592,0.018507679066019772,0.00034253418441078652,0.2818181818181818,0,0,50.113636363636367,0
19,0.189569,0.209569,0.033684669364538254,0.0011346569501982618,0.37045454545454548,0,0,52.251184834123222,0
20,0.199546,0.219546,0.056859740059941703,0.0032330300396841397,0.35227272727272729,0,0,50.342465753424655,0
21,0.209524,0.229524,0.070201042604810721,0.0049281863828024505,0.29999999999999999,0,302.05479452054794,50.227790432801825,1
22,0.219501,0.239501,0.053578860363205881,0.0028706942778199142,0.24772727272727274,0,0,53.649635036496349,0
23,0.229478,0.249478,0.086964768559806283,0.0075628709706606709,0.12954545454545455,0,380.17241379310343,51.041666666666664,1
24,0.239456,0.259456,0.16153613552060261,0.026093923078930496,0.029545454545454545,0,400.90909090909093,51.160092807424597,1
25,0.249433,0.269433,0.19857302465225055,0.039431246119543302,0.011363636363636364,0,400.90909090909093,52.877697841726622,1
26,0.259410,0.279410,0.057142237187719089,0.0032652352708175464,0.015909090909090907,0,400.90909090909093,0,1
27,0.269388,0.289388,0.078528230200066954,0.0061666829383547079,0.015909090909090907,0,400.90909090909093,50.92378752886836,1
28,0.279365,0.299365,0.089202149692555618,0.007957023509773101,0.0068181818181818179,0,400.90909090909093,50.806451612903224,1
29,0.289342,0.309342,0.043975083768733485,0.0019338079924671272,0.052272727272727269,0,400.90909090909093,63.728323699421964,1
30,0.299320,0.319320,0.027338742071413548,0.0007474068180472771,0.095454545454545459,0,0,53.004807692307693,0
31,0.309297,0.329297,0.035429426848686753,0.0012552442868264458,0.074999999999999997,0,400.90909090909093,0,1
32,0.319274,0.339274,0.21856059756897847,0.04776873480970896,0.034090909090909088,0,0,51.041666666666664,0
33,0.329252,0.349252,0.17486187337960005,0.030576674761823276,0.034090909090909088,0,0,50.113636363636367,0
34,0.339229,0.359229,0.11864938172598766,0.014077675783959135,0.065909090909090903,0,0,52.625298329355608,0
35,0.349206,0.369206,0.11859144205018193,0.014063930127541658,0.047727272727272729,0,0,51.760563380281688,0
